percent_share,expected_share,RCA,iso_3digit_alpha,country_name_full,product_description
31.75047,0.41865,76,SYC,Seychelles,"Fish, fresh, chilled or frozen"
19.22226,0.44848,43,SYC,Seychelles,"Ships and boats, other than warships"
1.47985,0.03928,38,SYC,Seychelles,"Meat & fish meal, unfit for human consumption"
0.42928,0.01195,36,SYC,Seychelles,Oils of fish and marine mammals
0.02202,0.00106,21,SYC,Seychelles,"Wool grease, etc. (incl. lanolin)"
0.12676,0.00671,19,SYC,Seychelles,"Animals, n.e.s."
0.26473,0.02557,10,SYC,Seychelles,Iron/steel wire of alloy steel
0.03897,0.00431,9,SYC,Seychelles,Fish waste
1.24441,0.13871,9,SYC,Seychelles,Cigarettes
28.27895,0.0507,558,SLE,Sierra Leone,"Ores & conc. of titanium, vanadium, molybdem, etc."
17.08603,0.03574,478,SLE,Sierra Leone,"Sawlogs & veneer logs, in the rough non conifer"
11.06177,0.03371,328,SLE,Sierra Leone,Bauxite and concentrates of aluminium
4.79169,0.05089,94,SLE,Sierra Leone,"Cocoa beans, raw or roasted"
18.17741,0.56258,32,SLE,Sierra Leone,"Diamonds, not industrial, not set or strung"
1.01397,0.04645,22,SLE,Sierra Leone,"Ores & conc. of silver, platinum, etc."
0.15436,0.00917,17,SLE,Sierra Leone,Industrial diamonds
0.05652,0.00366,15,SLE,Sierra Leone,Hops
0.01721,0.00142,12,SLE,Sierra Leone,Calcium carbide
0.17977,0.01654,11,SLE,Sierra Leone,"Ships, boats and other vessels for breaking up"
0.27145,0.00577,47,IND,India,Castor oil
0.15814,0.00588,27,IND,India,"Seeds of anise, badian, fennel, coriander, cumin et"
0.2488,0.00979,25,IND,India,"Granite, porphyry, sandstone, etc."
0.07474,0.0035,21,IND,India,"Human hair, dressed or otherwise worked, etc."
0.02404,0.00122,20,IND,India,"Jute fabrics, woven"
0.14833,0.0076,20,IND,India,Other organic compounds
0.09327,0.0049,19,IND,India,"Carpets, carpeting and rugs, knotted"
0.06011,0.00329,18,IND,India,Sisal and other fibres of the agave family
2.05296,0.1222,17,IND,India,"Rice, glazed or polished, not further prepared"
0.01499,0.00095,16,IND,India,Matches (excluding Bengal matches)
0.70091,0.04072,17,SGP,Singapore,Internal combustion engines for aircraft
1.58473,0.09646,16,SGP,Singapore,Oxygen function amino compounds
0.08782,0.00893,10,SGP,Singapore,"Fluorides, fluorosilicates, fluorborates, etc"
1.49076,0.15406,10,SGP,Singapore,Special purpose vessels(e.g. light vess. dredgers
0.00079,9.00E-05,9,SGP,Singapore,"Monofil, etc. of regenerated fibres"
0.61924,0.06814,9,SGP,Singapore,"Anti knock preparations, etc."
0.00775,9.00E-04,9,SGP,Singapore,"Pins, hairpins & curling grips of iron or steel"
0.23747,0.02809,8,SGP,Singapore,Hearing aids
0.19318,0.02734,7,SGP,Singapore,"Inks, other than printing inks"
0.39233,0.0592,7,SGP,Singapore,Sulphonamides
0.04987,0.00142,35,SVK,Slovakia,Calcium carbide
0.05226,0.00272,19,SVK,Slovakia,"Coin other than gold ,not being legal tender"
0.43851,0.03068,14,SVK,Slovakia,Tinned plates and sheets
0.00079,6.00E-05,13,SVK,Slovakia,"Sound track, developed"
0.72181,0.05684,13,SVK,Slovakia,Central heating apparatus and parts
4.34831,0.38324,11,SVK,Slovakia,Television broadcast receivers
0.00335,3.00E-04,11,SVK,Slovakia,"Sugar beet, fresh or dried; sugar cane"
0.4186,0.03747,11,SVK,Slovakia,Railway and tramway goods wagons /freight cars/
0.21833,0.0197,11,SVK,Slovakia,Med. Plates 3 4.75mm ex tinned not h.c. or all.
0.50231,0.05547,9,SVK,Slovakia,Bodies for motor vehicles not motorcycles
0.46117,0.01175,39,VNM,Viet Nam,"Gold/silversmiths"" wares of precious metal"
1.05414,0.0514,21,VNM,Viet Nam,"Coconuts, brazil cashew nuts, fresh/dried"
0.60375,0.03301,18,VNM,Viet Nam,"Hoopwood, chipwood, split, poles, piles, etc."
0.05905,0.00409,14,VNM,Viet Nam,Cinnamon & cinnamon tree flowers
0.00633,0.00045,14,VNM,Viet Nam,Wood wool and wood flour
0.94623,0.07915,12,VNM,Viet Nam,"Cotton yarn & thread, grey, not mercerized"
0.24065,0.02076,12,VNM,Viet Nam,"Pepper & pimento, whether or not ground"
5.94736,0.54637,11,VNM,Viet Nam,Footwear with soles of leather/rubber/plastic
6.47912,0.62241,10,VNM,Viet Nam,Indust. & laboratory furnaces & ovens non elec.
0.01604,0.00162,10,VNM,Viet Nam,Reconstituted and artificial leather
0.00929,3.00E-04,31,SVN,Slovenia,"Sugar beet, fresh or dried; sugar cane"
0.00562,0.00024,24,SVN,Slovenia,"Articles made from gut, etc."
0.33735,0.01542,22,SVN,Slovenia,"Manufactures of leather, n.e.s."
0.0732,0.00366,20,SVN,Slovenia,Hops
0.05566,0.00304,18,SVN,Slovenia,"Shot, angular grit & wire pellets of iron/steel"
0.09618,0.00526,18,SVN,Slovenia,"Fittings for files, paper clips, stationery goods"
0.82858,0.04746,17,SVN,Slovenia,Heavy plates/sheets/universals of alloy steel
0.03203,0.0019,17,SVN,Slovenia,Tanning extracts of vegetable origin
0.1634,0.01345,12,SVN,Slovenia,Refractory cements or mortars
0.40405,0.03574,11,SVN,Slovenia,Gas or liquid supply meters
35.61454,0.01107,3216,SOM,Somalia,"Sheep, lambs and goats"
6.09444,0.00525,1160,SOM,Somalia,"Natural gums, resins, balsam and lacs"
9.28774,0.05128,181,SOM,Somalia,Bovine cattle including buffaloes
0.35214,0.00287,122,SOM,Somalia,"Hides & skins, n.e.s."
7.05877,0.10504,67,SOM,Somalia,"Oil seeds, oil nuts & oil kernels, n.e.s."
1.55202,0.02494,62,SOM,Somalia,Other citrus fruit
0.51534,0.01195,43,SOM,Somalia,Oils of fish and marine mammals
0.12876,0.00325,40,SOM,Somalia,Leather of goat and kid skins
0.01885,0.00068,28,SOM,Somalia,"Sheep and lamb skins, without the wool"
0.14305,0.00671,21,SOM,Somalia,"Animals, n.e.s."
1.81658,0.01599,114,ZAF,South Africa,Ores & concentrates of chromium
0.0061,7.00E-05,82,ZAF,South Africa,Roasted iron pyrites
2.8608,0.04484,64,ZAF,South Africa,Ores and concentrates of manganese
0.03251,0.00055,59,ZAF,South Africa,Cotton linters
9.57381,0.23279,41,ZAF,South Africa,"Platinum, etc., unwrought or partl.work.no roll."
0.21768,0.0076,29,ZAF,South Africa,"Slag, dross, scalings & sim. waste of iron/steel"
0.01679,0.00068,25,ZAF,South Africa,"Sheep and lamb skins, without the wool"
0.04287,0.0019,23,ZAF,South Africa,Tanning extracts of vegetable origin
0.04121,0.00194,21,ZAF,South Africa,"Wool or anim. Hair, carded or combed, ex. Tops"
0.54164,0.02789,19,ZAF,South Africa,"Chemical wood pulp, dissolving grades"
0.81877,0.00287,285,ZWE,Zimbabwe,"Hides & skins, n.e.s."
2.18737,0.00917,239,ZWE,Zimbabwe,Industrial diamonds
10.97289,0.05446,201,ZWE,Zimbabwe,"Tobacco, unmanufactured & scrap"
2.37244,0.01599,148,ZWE,Zimbabwe,Ores & concentrates of chromium
2.25126,0.02156,104,ZWE,Zimbabwe,Ores & concentrates of nickel
0.86139,0.00979,88,ZWE,Zimbabwe,"Granite, porphyry, sandstone, etc."
4.05671,0.05291,77,ZWE,Zimbabwe,"Tobacco, manufactured for smoking, chewing snuff"
1.02307,0.01443,71,ZWE,Zimbabwe,"Mineral substances, n.e.s."
0.31782,0.00489,65,ZWE,Zimbabwe,Other leather
1.56575,0.03585,44,ZWE,Zimbabwe,Nickel/speis matte & other intermediate prod.
0.09335,0.00318,29,ESP,Spain,Worked slate
1.15657,0.0423,27,ESP,Spain,Olive oil
0.01641,0.00078,21,ESP,Spain,"Grape must, in fermentation or with ferm. arrested"
0.0265,0.00148,18,ESP,Spain,"Cork, unworked, crushed, granulated; waste cork"
0.00418,0.00025,17,ESP,Spain,"Cork in blocks, plates, sheets or strips, etc."
0.82011,0.05505,15,ESP,Spain,"Oranges, tangerines and clementines"
0.51034,0.03631,14,ESP,Spain,Mechanically propelled railway and tramway cars
0.30927,0.02302,13,ESP,Spain,"Prepared pigments, opacifiers, enamels, glazes etc"
0.01512,0.0013,12,ESP,Spain,Fruit in temporary preservative
0.00525,0.00046,11,ESP,Spain,Slate
1.65523,0.01701,97,SSD,South Sudan,"Fodder roots, hay, lupines, vetches & similar prod"
94.32005,5.5729,17,SSD,South Sudan,Crude petroleum
0.087,0.00525,17,SSD,South Sudan,"Natural gums, resins, balsam and lacs"
0.39022,0.05904,7,SSD,South Sudan,"Lumber, sawn lengthwise ,etc. non conifer"
0.17298,0.03574,5,SSD,South Sudan,"Sawlogs & veneer logs, in the rough non conifer"
0.21721,0.20284,1,SSD,South Sudan,Iron & steel scrap
0.01872,0.01759,1,SSD,South Sudan,"Groundnuts peanuts green, ex. flour and meal"
0.011,0.0105,1,SSD,South Sudan,"Cereals, unmilled, n.e.s"
2.8948,5.81302,0,SSD,South Sudan,NA
0.00131,0.00341,0,SSD,South Sudan,"Figs, dried"
10.92898,0.01107,987,SDN,Sudan,"Sheep, lambs and goats"
2.74701,0.00525,523,SDN,Sudan,"Natural gums, resins, balsam and lacs"
0.56143,0.00257,219,SDN,Sudan,Groundnut /peanut/ oil
18.90914,0.10504,180,SDN,Sudan,"Oil seeds, oil nuts & oil kernels, n.e.s."
3.02493,0.01759,172,SDN,Sudan,"Groundnuts peanuts green, ex. flour and meal"
1.11972,0.0105,107,SDN,Sudan,"Cereals, unmilled, n.e.s"
1.3407,0.01701,79,SDN,Sudan,"Fodder roots, hay, lupines, vetches & similar prod"
3.19777,0.08558,37,SDN,Sudan,"Raw cotton, other than linters"
0.24542,0.00671,37,SDN,Sudan,"Animals, n.e.s."
0.17061,0.00514,33,SDN,Sudan,Leather of sheep and lamb skins
5.37519,0.03574,150,SUR,Suriname,"Sawlogs & veneer logs, in the rough non conifer"
0.46594,0.02069,23,SUR,Suriname,Ash and residues bearing non ferrous metals
0.35897,0.01745,21,SUR,Suriname,"Rice in the husk or not, not further prepared"
0.26847,0.01481,18,SUR,Suriname,Cigars & cheroots
82.89718,5.81302,14,SUR,Suriname,NA
0.09814,0.00697,14,SUR,Suriname,"Artillery weapons, mach. guns and arms, n.e.s."
0.06242,0.00671,9,SUR,Suriname,"Animals, n.e.s."
3.83997,0.41865,9,SUR,Suriname,"Fish, fresh, chilled or frozen"
1.24184,0.13871,9,SUR,Suriname,Cigarettes
0.44645,0.05904,8,SUR,Suriname,"Lumber, sawn lengthwise ,etc. non conifer"
39.63418,0.01521,2606,SWZ,Swaziland,"Laboratory, hygienic or pharmaceutical glass"
10.13641,0.06697,151,SWZ,Swaziland,"Raw sugar, beet & cane"
17.5717,0.13937,126,SWZ,Swaziland,Mixt. of odoriferous substances used as raw.mat.
0.11702,0.00148,79,SWZ,Swaziland,"Cork, unworked, crushed, granulated; waste cork"
0.02438,0.00078,31,SWZ,Swaziland,Clocks with watch movements
0.03429,0.00114,30,SWZ,Swaziland,"Tanks, etc. for storage or manuf. use of aluminium"
1.43475,0.05735,25,SWZ,Swaziland,"Refined sugar & other prod. of refining, no syrup"
0.79517,0.032,25,SWZ,Swaziland,Fuel wood & wood waste
0.37489,0.01725,22,SWZ,Swaziland,"Jams, marmalades, fruit jellies"
0.10187,0.00509,20,SWZ,Swaziland,Natural fertilizers of anim./veget. Origin
0.28635,0.00944,30,SWE,Sweden,Iron or steel powders
0.51531,0.01847,28,SWE,Sweden,Nuclear reactors
0.02381,0.00103,23,SWE,Sweden,Puddled bars & pilings & sim. forms of iron/ste.
0.43736,0.0215,20,SWE,Sweden,Other chassis with engines mounted
0.22112,0.0125,18,SWE,Sweden,Hardened proteines
0.02328,0.00137,17,SWE,Sweden,Tall oil
1.3735,0.08242,17,SWE,Sweden,Kraft paper and kraft paperboard
0.01388,0.00095,15,SWE,Sweden,Matches (excluding Bengal matches)
0.02535,0.00185,14,SWE,Sweden,Mechanical wood pulp
0.44877,0.03285,14,SWE,Sweden,"Tool tips, unmounted of sintered met. carbides"
7.3376,0.2176,34,CHE,"Switzerland, Liechtenstein","Pocket watches, wrist watches & other watches"
0.19365,0.00801,24,CHE,"Switzerland, Liechtenstein",Organic derivatives of hydrazine/hydroxylamine
0.03734,0.00239,16,CHE,"Switzerland, Liechtenstein",Balances
0.00043,3.00E-05,13,CHE,"Switzerland, Liechtenstein","Yarn horsehair or coarse anim hair, not retail"
0.13742,0.01213,11,CHE,"Switzerland, Liechtenstein","Clock and watch parts, n.e.s."
0.01621,0.00149,11,CHE,"Switzerland, Liechtenstein","Meat & edible offals, n.e.s. Dried, salted, smoked"
0.00863,0.00084,10,CHE,"Switzerland, Liechtenstein","Clock and watch glasses, etc."
0.00661,0.00065,10,CHE,"Switzerland, Liechtenstein",Postage and similar stamps of philatelic inter.
0.06446,0.00637,10,CHE,"Switzerland, Liechtenstein","Watch movements, assembled"
0.05489,0.00573,10,CHE,"Switzerland, Liechtenstein",Railway & tramway service vehicles
9.87969,0.00588,1680,SYR,Syria,"Seeds of anise, badian, fennel, coriander, cumin et"
0.58767,0.00055,1060,SYR,Syria,Artificial fur and articles thereof
1.4523,0.00341,426,SYR,Syria,"Figs, dried"
16.82011,0.0423,398,SYR,Syria,Olive oil
1.25832,0.00384,328,SYR,Syria,Vegetables in temporary preservative
1.1148,0.00384,290,SYR,Syria,"Sheeps and lambs wool, degreased"
0.03758,0.00014,276,SYR,Syria,"Fabrics, woven, of coarse animal hair not horse"
0.02112,8.00E-05,270,SYR,Syria,"Other coarse hair, not carded or combed"
0.21799,0.00105,207,SYR,Syria,Mate
2.07969,0.016,130,SYR,Syria,"Thyme, saffron, bay leaves & other spices"
0.05471,3.00E-05,1813,TJK,Tajikistan,Silk worm cocoons suitable for reeling
0.28781,0.00027,1079,TJK,Tajikistan,Mercury
2.34674,0.00369,636,TJK,Tajikistan,Other ores & conc. of non-ferrous base metals.
3.31576,0.00662,501,TJK,Tajikistan,Paving and flagstones of natural stone
9.57517,0.03355,285,TJK,Tajikistan,Ores and concentrates of lead
10.49764,0.05837,180,TJK,Tajikistan,Ores and concentrates of zinc
11.61344,0.08558,136,TJK,Tajikistan,"Raw cotton, other than linters"
5.58337,0.07202,78,TJK,Tajikistan,Cement
19.25549,0.29193,66,TJK,Tajikistan,"Aluminium and aluminium alloys, unwrought"
3.92911,0.09043,43,TJK,Tajikistan,"Base metals, n.e.s."
2.30796,0.10148,23,THA,Thailand,Natural rubber and similar natural gums
0.7083,0.03173,22,THA,Thailand,"Projectiles and ammunition, n.e.s."
0.49182,0.02638,19,THA,Thailand,Starches and inulin
0.05915,0.00324,18,THA,Thailand,"Fruit, fruit peel, preserved by sugar"
0.11222,0.00671,17,THA,Thailand,Vulcanized rubber thread and cord
0.21874,0.01392,16,THA,Thailand,"Roots & tubers, fresh or dried, sago pith"
0.01646,0.00115,14,THA,Thailand,"Tapioca, sago & substitutes"
0.10072,0.00715,14,THA,Thailand,Hygienic & pharmaceutical articles of rubber
0.3009,0.02147,14,THA,Thailand,"Dextrin, soluble or roasted starches and glues"
1.63181,0.1222,13,THA,Thailand,"Rice, glazed or polished, not further prepared"
3.05538,0.01798,170,TGO,Togo,"Natural phosphates, whether or not ground"
0.20567,0.00244,84,TGO,Togo,"Mats, matting, screens of vegetable plaiting mat."
0.06217,0.00083,75,TGO,Togo,Beeswax and other insect waxes
3.64611,0.0514,71,TGO,Togo,"Coconuts, brazil cashew nuts, fresh/dried"
6.81103,0.10504,65,TGO,Togo,"Oil seeds, oil nuts & oil kernels, n.e.s."
0.06896,0.00135,51,TGO,Togo,Cotton seed
0.70421,0.01546,46,TGO,Togo,"Wigs, false beards, switches, etc."
3.8313,0.08558,45,TGO,Togo,"Raw cotton, other than linters"
2.77575,0.07202,39,TGO,Togo,Cement
5.38668,0.19661,27,TGO,Togo,Electric energy
1.73533,0.01599,108,TKL,Tokelau,Ores & concentrates of chromium
1.88203,0.01826,103,TKL,Tokelau,"Other cotton fabrics, woven unbleached"
21.12945,0.31354,67,TKL,Tokelau,Other electrical measuring & controlling inst.
0.10372,0.00175,59,TKL,Tokelau,"Smoking pipes, pipe bowls, stems, etc."
4.59823,0.08585,54,TKL,Tokelau,"Fruit & nuts, prepared or preserved, n.e.s"
0.02623,0.00049,53,TKL,Tokelau,Yarn of continuous synth. fibres. not for sale
0.1681,0.00344,49,TKL,Tokelau,"Used or new rags, scrap cordage or worm out art."
1.52498,0.05089,30,TKL,Tokelau,"Cocoa beans, raw or roasted"
0.04772,0.00199,24,TKL,Tokelau,Crude natural borates
0.95572,0.04194,23,TKL,Tokelau,Discont. Synth. Fibres not carded or combed
8.60618,0.00083,10389,TON,Tonga,Coral and shells and their wastes
14.33127,0.01392,1030,TON,Tonga,"Roots & tubers, fresh or dried, sago pith"
8.85521,0.01794,494,TON,Tonga,"Antiques, n.e.s."
1.98764,0.00665,299,TON,Tonga,Vanilla
1.96579,0.01783,110,TON,Tonga,"Plants, seeds, flowers used in perfumery/pharmac."
20.58911,0.1875,110,TON,Tonga,Other fresh vegetables
0.98089,0.01154,85,TON,Tonga,"Other materials of vegetable origin, n.e.s."
0.0525,0.00068,77,TON,Tonga,"Other musical instruments, n.e.s."
1.80374,0.02682,67,TON,Tonga,"Unissued postage stamps, banknotes, simil. docum."
0.27436,0.00473,58,TON,Tonga,Other wind musical instruments
10.19172,0.03656,279,TTO,Trinidad and Tobago,"Ammonia, anhydrous or in aqueous solution"
14.01119,0.05556,252,TTO,Trinidad and Tobago,Methyl alcohol /methanol/
5.35822,0.02547,210,TTO,Trinidad and Tobago,Sponge iron or steel
4.19255,0.13686,31,TTO,Trinidad and Tobago,Nitrogenous fertilizers and materials n.e.s
32.14577,1.70342,19,TTO,Trinidad and Tobago,"Gas, natural"
0.06608,0.00369,18,TTO,Trinidad and Tobago,Other ores & conc. of non-ferrous base metals.
0.29347,0.01742,17,TTO,Trinidad and Tobago,"Cereal grains, rolled, flaked, polished"
0.00125,7.00E-05,17,TTO,Trinidad and Tobago,Roasted iron pyrites
0.14178,0.01637,9,TTO,Trinidad and Tobago,Chlorides and oxychlorides
0.16986,0.02056,8,TTO,Trinidad and Tobago,Other paper & paperboard cut to size
0.15175,0.00582,26,ARE,United Arab Emirates,Limestone flux & calcer. stone used for lime
0.0037,0.00027,14,ARE,United Arab Emirates,Mercury
0.28755,0.0215,13,ARE,United Arab Emirates,"Sulphur, not sublimed, precipitd or colloidal"
0.29053,0.02682,11,ARE,United Arab Emirates,"Unissued postage stamps, banknotes, simil. docum."
1.38439,0.13871,10,ARE,United Arab Emirates,Cigarettes
4.89134,0.5203,9,ARE,United Arab Emirates,Jewellery of precious metal
0.04774,0.00585,8,ARE,United Arab Emirates,Natural asphalt & natural bitumen
0.31036,0.04072,8,ARE,United Arab Emirates,Internal combustion engines for aircraft
0.15511,0.02064,8,ARE,United Arab Emirates,Gravel & crushed stone
0.08041,0.01081,7,ARE,United Arab Emirates,"Tropical fruit, dried"
1.69545,0.01081,157,TUN,Tunisia,"Tropical fruit, dried"
0.11253,0.00082,138,TUN,Tunisia,"Instrument panel clocks, etc"
3.03764,0.0423,72,TUN,Tunisia,Olive oil
0.63407,0.01101,58,TUN,Tunisia,Other phosphatic fertilizers & fert. materials
0.34385,0.00893,39,TUN,Tunisia,"Fluorides, fluorosilicates, fluorborates, etc"
0.0312,0.00083,38,TUN,Tunisia,Coral and shells and their wastes
0.75706,0.02014,38,TUN,Tunisia,"Phosphites, hypophosphites and phosphates"
0.88325,0.02496,35,TUN,Tunisia,Phosphorous pentoxide and phosphoric acids
0.95205,0.03574,27,TUN,Tunisia,Gas or liquid supply meters
0.13756,0.00518,27,TUN,Tunisia,Flax or ramie yarn not put up for retail sale
0.12732,0.00199,64,TUR,Turkey,Crude natural borates
0.16075,0.00341,47,TUR,Turkey,"Figs, dried"
0.20493,0.00485,42,TUR,Turkey,Borates and perborates
0.07798,0.00201,39,TUR,Turkey,Yarn of discontinuous synt.fib. Not for sale
0.4676,0.01256,37,TUR,Turkey,Marble and other calcareous monu. or build. Stone
0.30325,0.01065,28,TUR,Turkey,"Grapes, dried (raisins)"
0.05973,0.00245,24,TUR,Turkey,Boric oxide and boric acid
0.16763,0.00732,23,TUR,Turkey,"Angles etc under 80mm, not h. Carbon or alloy"
0.0027,0.00014,20,TUR,Turkey,"Fabrics, woven, of coarse animal hair not horse"
0.54276,0.02768,20,TUR,Turkey,Flour of wheat or of meslin
1.63295,0.01115,146,TKM,Turkmenistan,Peat briquettes & peat
0.01105,8.00E-05,141,TKM,Turkmenistan,"Other coarse hair, not carded or combed"
0.04358,0.00055,79,TKM,Turkmenistan,Cotton linters
78.33012,1.70342,46,TKM,Turkmenistan,"Gas, natural"
0.05182,0.00223,23,TKM,Turkmenistan,"Cotton waste, not carded or combed"
1.34761,0.07915,17,TKM,Turkmenistan,"Cotton yarn & thread, grey, not mercerized"
0.3296,0.0215,15,TKM,Turkmenistan,"Sulphur, not sublimed, precipitd or colloidal"
0.10959,0.00769,14,TKM,Turkmenistan,Other halogens
0.24885,0.01826,14,TKM,Turkmenistan,"Other cotton fabrics, woven unbleached"
0.03233,0.00384,8,TKM,Turkmenistan,"Sheeps and lambs wool, degreased"
89.77976,5.81302,15,TCA,Turks and Caicos Islands,NA
0.97819,0.09736,10,TCA,Turks and Caicos Islands,"Mineral crushing, sorting, etc. machinery"
0.16637,0.02307,7,TCA,Turks and Caicos Islands,"Spinning, extruding, etc. machines"
0.01606,0.00304,5,TCA,Turks and Caicos Islands,"Calendars, incl. cal. blocks, of paper"
0.98581,0.20536,5,TCA,Turks and Caicos Islands,"Crustacean & molluscs, fresh, chilled, salted, dried"
0.60888,0.12953,5,TCA,Turks and Caicos Islands,Builders woodwork & prefab. Buildings of wood
0.03709,0.00842,4,TCA,Turks and Caicos Islands,"Machinery for milling grain, etc."
0.03146,0.00751,4,TCA,Turks and Caicos Islands,Articles of asbestos cement or of fibre cement
0.11045,0.02768,4,TCA,Turks and Caicos Islands,Flour of wheat or of meslin
0.82722,0.27646,3,TCA,Turks and Caicos Islands,Fin. structural parts & structures of iron steel
0.87028,0.00272,320,TUV,Tuvalu,"Coin other than gold ,not being legal tender"
55.03103,0.41865,131,TUV,Tuvalu,"Fish, fresh, chilled or frozen"
39.53485,0.44848,88,TUV,Tuvalu,"Ships and boats, other than warships"
0.35937,0.01175,31,TUV,Tuvalu,"Gold/silversmiths"" wares of precious metal"
0.253,0.00885,29,TUV,Tuvalu,"Naturalists"" collections, collector numismatic p."
0.06971,0.00732,10,TUV,Tuvalu,"Angles etc under 80mm, not h. Carbon or alloy"
0.10361,0.01928,5,TUV,Tuvalu,Compressed gas cylinders of iron or steel
0.1624,0.03984,4,TUV,Tuvalu,"Veg. saps, extracts, pectic subst. diriv. from veg."
0.00751,0.00254,3,TUV,Tuvalu,"Original engravings, prints and lithographs"
0.19122,0.11258,2,TUV,Tuvalu,Electrical starting & ignition equipment
1.05808,0.0045,235,UGA,Uganda,"Cotton, carded or combed"
0.64775,0.00589,110,UGA,Uganda,Cereal flours excl. of wheat or of meslin
0.09236,0.00135,69,UGA,Uganda,Cotton seed
9.67901,0.1624,60,UGA,Uganda,"Coffee, green or roasted"
0.59757,0.0105,57,UGA,Uganda,"Cereals, unmilled, n.e.s"
0.16172,0.00325,50,UGA,Uganda,Leather of goat and kid skins
0.57587,0.01178,49,UGA,Uganda,"Bran, pollard, sharps & other by products"
0.04511,0.00097,46,UGA,Uganda,Ores & concentrates of tungsten
1.69061,0.03776,45,UGA,Uganda,"Fish, salted, dried or smoked"
0.04334,0.00103,42,UGA,Uganda,Puddled bars & pilings & sim. forms of iron/ste.
7.84352,0.06253,125,UKR,Ukraine,Sunflower seed oil
1.66204,0.02564,65,UKR,Ukraine,"Pig iron, including cast iron"
9.55191,0.20386,47,UKR,Ukraine,"Maize (corn), unmilled"
6.56132,0.15381,43,UKR,Ukraine,Blooms etc iron or steel not high carb or alloy
0.12726,0.0035,36,UKR,Ukraine,"Glazed ceramic setts, flags and tiles"
1.28937,0.03824,34,UKR,Ukraine,"Barley, unmilled"
8.41635,0.25753,33,UKR,Ukraine,"Wheat and meslin, unmilled"
0.63383,0.0223,28,UKR,Ukraine,"Clay and similar refractory materials, n.e.s."
2.34205,0.0882,27,UKR,Ukraine,Heavy plates etc iron steel not h.c. or alloy
2.50763,0.10504,24,UKR,Ukraine,"Oil seeds, oil nuts & oil kernels, n.e.s."
0.80015,0.01256,64,MKD,The Former Yugoslav Republic of Macedonia,Marble and other calcareous monu. or build. Stone
4.34173,0.10622,41,MKD,The Former Yugoslav Republic of Macedonia,"Buses, including trolleybuses"
1.86382,0.05446,34,MKD,The Former Yugoslav Republic of Macedonia,"Tobacco, unmanufactured & scrap"
0.92477,0.03355,28,MKD,The Former Yugoslav Republic of Macedonia,Ores and concentrates of lead
19.20246,0.70107,27,MKD,The Former Yugoslav Republic of Macedonia,Other chem. products and preparations
2.08776,0.0882,24,MKD,The Former Yugoslav Republic of Macedonia,Heavy plates etc iron steel not h.c. or alloy
10.17026,0.49012,21,MKD,The Former Yugoslav Republic of Macedonia,Centrifuges & filtering machinery
0.07484,0.00381,20,MKD,The Former Yugoslav Republic of Macedonia,"Roofing tiles, chimney pots and other ceramic"
0.06034,0.00315,19,MKD,The Former Yugoslav Republic of Macedonia,Dolomite
0.38951,0.02069,19,MKD,The Former Yugoslav Republic of Macedonia,Ash and residues bearing non ferrous metals
0.45678,0.00385,119,EGY,Egypt,Aluminium powders and flakes
0.6266,0.01101,57,EGY,Egypt,Other phosphatic fertilizers & fert. materials
0.00469,1.00E-04,48,EGY,Egypt,"Terry fabrics of cotton, unbleached"
0.03411,0.00072,47,EGY,Egypt,"Wood tar, wood tar oils ,etc."
2.27745,0.05505,41,EGY,Egypt,"Oranges, tangerines and clementines"
0.13044,0.00384,34,EGY,Egypt,Vegetables in temporary preservative
0.86732,0.028,31,EGY,Egypt,"Potatoes, fresh, not including sweet potatoes"
0.54821,0.01798,30,EGY,Egypt,"Natural phosphates, whether or not ground"
0.26162,0.00885,30,EGY,Egypt,"Naturalists"" collections, collector numismatic p."
3.98623,0.13686,29,EGY,Egypt,Nitrogenous fertilizers and materials n.e.s
0.0444,0.00341,13,GBR,United Kingdom,Railway sleepers ties
0.00657,0.00059,11,GBR,United Kingdom,"Music, printed or in manuscript"
2.13364,0.19111,11,GBR,United Kingdom,Distilled alcoholic beverages
0.18653,0.01794,10,GBR,United Kingdom,"Antiques, n.e.s."
0.00386,0.00041,9,GBR,United Kingdom,Pile & chenille fabrics of wool or an. hair
0.00132,0.00016,8,GBR,United Kingdom,"Lard stearin and lard oil, etc."
0.0211,0.00254,8,GBR,United Kingdom,"Original engravings, prints and lithographs"
0.16344,0.02096,8,GBR,United Kingdom,Original sculptures and statuary
0.00767,0.00106,7,GBR,United Kingdom,"Wool grease, etc. (incl. lanolin)"
0.00789,0.00116,7,GBR,United Kingdom,"Maps, hydrographic  charts, etc."
0.30179,0.00145,208,TZA,United Republic of Tanzania,Jute & waste
0.6249,0.00351,178,TZA,United Republic of Tanzania,Ores and concentrates of tin
0.57836,0.00329,176,TZA,United Republic of Tanzania,Sisal and other fibres of the agave family
0.26112,0.00159,164,TZA,United Republic of Tanzania,"Heat insulating bricks, etc. of infusorial earths"
0.23998,0.00197,122,TZA,United Republic of Tanzania,Petroleum jelly (petrolatum)
0.44582,0.0045,99,TZA,United Republic of Tanzania,"Cotton, carded or combed"
4.66876,0.0514,91,TZA,United Republic of Tanzania,"Coconuts, brazil cashew nuts, fresh/dried"
4.57991,0.05446,84,TZA,United Republic of Tanzania,"Tobacco, unmanufactured & scrap"
0.06541,0.00083,78,TZA,United Republic of Tanzania,Beeswax and other insect waxes
